common_name,canonical_name,scientific_name,group,file,transparent_file,public_path
霓虹燕子,Pseudomugil furcatus,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_011_species_sheet_02_霓虹燕子__Pseudomugil_furcatus.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_011_species_sheet_02_霓虹燕子_Pseudomugil_furcatus.png,/species-transparent/batch_011_species_sheet_02_霓虹燕子_Pseudomugil_furcatus.png?v=cutfix4_20260510
黑带好汉,Leporinus fasciatus,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_011_species_sheet_03_黑带好汉__Leporinus_fasciatus.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_011_species_sheet_03_黑带好汉_Leporinus_fasciatus.png,/species-transparent/batch_011_species_sheet_03_黑带好汉_Leporinus_fasciatus.png?v=cutfix4_20260510
玻璃猫鱼,Kryptopterus vitreolus,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_011_species_sheet_04_玻璃猫鱼__Kryptopterus_vitreolus.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_011_species_sheet_04_玻璃猫鱼_Kryptopterus_vitreolus.png,/species-transparent/batch_011_species_sheet_04_玻璃猫鱼_Kryptopterus_vitreolus.png?v=cutfix4_20260510
淡水白鲳,Piaractus brachypomus,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_011_species_sheet_05_淡水白鲳__Piaractus_brachypomus.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_011_species_sheet_05_淡水白鲳_Piaractus_brachypomus.png,/species-transparent/batch_011_species_sheet_05_淡水白鲳_Piaractus_brachypomus.png?v=cutfix4_20260510
黑斑水虎,Serrasalmus rhombeus,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_011_species_sheet_06_黑斑水虎__Serrasalmus_rhombeus.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_011_species_sheet_06_黑斑水虎_Serrasalmus_rhombeus.png,/species-transparent/batch_011_species_sheet_06_黑斑水虎_Serrasalmus_rhombeus.png?v=cutfix4_20260510
甜心柠檬灯,Hyphessobrycon pulchripinnis,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_011_species_sheet_07_甜心柠檬灯__Hyphessobrycon_pulchripinnis.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_011_species_sheet_07_甜心柠檬灯_Hyphessobrycon_pulchripinnis.png,/species-transparent/batch_011_species_sheet_07_甜心柠檬灯_Hyphessobrycon_pulchripinnis.png?v=cutfix4_20260510
红鼻灯_改良,Hemigrammus bleheri,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_011_species_sheet_08_红鼻灯_改良__Hemigrammus_bleheri.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_011_species_sheet_08_红鼻灯_改良_Hemigrammus_bleheri.png,/species-transparent/batch_011_species_sheet_08_红鼻灯_改良_Hemigrammus_bleheri.png?v=cutfix4_20260510
金玛丽,Poecilia latipinna,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_011_species_sheet_09_金玛丽__Poecilia_latipinna.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_011_species_sheet_09_金玛丽_Poecilia_latipinna.png,/species-transparent/batch_011_species_sheet_09_金玛丽_Poecilia_latipinna.png?v=cutfix4_20260510
黄金河虎,Salminus brasiliensis,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_011_species_sheet_10_黄金河虎__Salminus_brasiliensis.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_011_species_sheet_10_黄金河虎_Salminus_brasiliensis.png,/species-transparent/batch_011_species_sheet_10_黄金河虎_Salminus_brasiliensis.png?v=cutfix4_20260510
象鼻鱼,Gnathonemus petersii,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_012_species_sheet_01_象鼻鱼__Gnathonemus_petersii.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_012_species_sheet_01_象鼻鱼_Gnathonemus_petersii.png,/species-transparent/batch_012_species_sheet_01_象鼻鱼_Gnathonemus_petersii.png?v=cutfix4_20260510
蓝眼异型_L191,Panaque,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_012_species_sheet_02_蓝眼异型_L191__Panaque.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_012_species_sheet_02_蓝眼异型_L191_Panaque.png,/species-transparent/batch_012_species_sheet_02_蓝眼异型_L191_Panaque.png?v=cutfix4_20260510
红纹拟鳞鲀_红尾炮弹,Xanthichthys mento,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_012_species_sheet_03_红纹拟鳞鲀_红尾炮弹__Xanthichthys_mento.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_012_species_sheet_03_红纹拟鳞鲀_红尾炮弹_Xanthichthys_mento.png,/species-transparent/batch_012_species_sheet_03_红纹拟鳞鲀_红尾炮弹_Xanthichthys_mento.png?v=cutfix4_20260510
黄头仙,Centropyge heraldi,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_012_species_sheet_04_黄头仙__Centropyge_heraldi.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_012_species_sheet_04_黄头仙_Centropyge_heraldi.png,/species-transparent/batch_012_species_sheet_04_黄头仙_Centropyge_heraldi.png?v=cutfix4_20260510
蓝环神仙,Pomacanthus annularis,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_012_species_sheet_05_蓝环神仙__Pomacanthus_annularis.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_012_species_sheet_05_蓝环神仙_Pomacanthus_annularis.png,/species-transparent/batch_012_species_sheet_05_蓝环神仙_Pomacanthus_annularis.png?v=cutfix4_20260510
人字蝶,Chaetodon auriga,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_012_species_sheet_06_人字蝶__Chaetodon_auriga.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_012_species_sheet_06_人字蝶_Chaetodon_auriga.png,/species-transparent/batch_012_species_sheet_06_人字蝶_Chaetodon_auriga.png?v=cutfix4_20260510
蓝魔鬼,Chrysiptera cyanea,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_012_species_sheet_07_蓝魔鬼__Chrysiptera_cyanea.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_012_species_sheet_07_蓝魔鬼_Chrysiptera_cyanea.png,/species-transparent/batch_012_species_sheet_07_蓝魔鬼_Chrysiptera_cyanea.png?v=cutfix4_20260510
管虫_硬管,Protula bispiralis,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_012_species_sheet_08_管虫_硬管__Protula_bispiralis.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_012_species_sheet_08_管虫_硬管_Protula_bispiralis.png,/species-transparent/batch_012_species_sheet_08_管虫_硬管_Protula_bispiralis.png?v=cutfix4_20260510
海星_翻砂,Astropecten polyacanthus,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_012_species_sheet_09_海星_翻砂__Astropecten_polyacanthus.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_012_species_sheet_09_海星_翻砂_Astropecten_polyacanthus.png,/species-transparent/batch_012_species_sheet_09_海星_翻砂_Astropecten_polyacanthus.png?v=cutfix4_20260510
蓝宝石雷龙,Channa stewartii,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_012_species_sheet_10_蓝宝石雷龙__Channa_stewartii.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_012_species_sheet_10_蓝宝石雷龙_Channa_stewartii.png,/species-transparent/batch_012_species_sheet_10_蓝宝石雷龙_Channa_stewartii.png?v=cutfix4_20260510
红宝石雷龙,Channa diplogramma,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_013_species_sheet_01_红宝石雷龙__Channa_diplogramma.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_013_species_sheet_01_红宝石雷龙_Channa_diplogramma.png,/species-transparent/batch_013_species_sheet_01_红宝石雷龙_Channa_diplogramma.png?v=cutfix4_20260510
珍珠麒麟,Badis badis,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_013_species_sheet_02_珍珠麒麟__Badis_badis.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_013_species_sheet_02_珍珠麒麟_Badis_badis.png,/species-transparent/batch_013_species_sheet_02_珍珠麒麟_Badis_badis.png?v=cutfix4_20260510
变色鱼_喷火麒麟,Dario dario,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_013_species_sheet_03_变色鱼_喷火麒麟__Dario_dario.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_013_species_sheet_03_变色鱼_喷火麒麟_Dario_dario.png,/species-transparent/batch_013_species_sheet_03_变色鱼_喷火麒麟_Dario_dario.png?v=cutfix4_20260510
黑白双星异型_L240,Leporacanthicus,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_013_species_sheet_04_黑白双星异型_L240__Leporacanthicus.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_013_species_sheet_04_黑白双星异型_L240_Leporacanthicus.png,/species-transparent/batch_013_species_sheet_04_黑白双星异型_L240_Leporacanthicus.png?v=cutfix4_20260510
黄金美洲豹异型_L014,Scobinancistrus aureatus,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_013_species_sheet_05_黄金美洲豹异型_L014__Scobinancistrus_aureatus.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_013_species_sheet_05_黄金美洲豹异型_L014_Scobinancistrus_aureatus.png,/species-transparent/batch_013_species_sheet_05_黄金美洲豹异型_L014_Scobinancistrus_aureatus.png?v=cutfix4_20260510
紫艳红莲灯,Hyphessobrycon herbertaxelrodi,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_013_species_sheet_06_紫艳红莲灯__Hyphessobrycon_herbertaxelrodi.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_013_species_sheet_06_紫艳红莲灯_Hyphessobrycon_herbertaxelrodi.png,/species-transparent/batch_013_species_sheet_06_紫艳红莲灯_Hyphessobrycon_herbertaxelrodi.png?v=cutfix4_20260510
球形红十字,Aphyocharax anisitsi,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_013_species_sheet_07_球形红十字__Aphyocharax_anisitsi.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_013_species_sheet_07_球形红十字_Aphyocharax_anisitsi.png,/species-transparent/batch_013_species_sheet_07_球形红十字_Aphyocharax_anisitsi.png?v=cutfix4_20260510
黄金眼镜蛇蛇鱼,Pangio kuhlii,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_013_species_sheet_08_黄金眼镜蛇蛇鱼__Pangio_kuhlii.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_013_species_sheet_08_黄金眼镜蛇蛇鱼_Pangio_kuhlii.png,/species-transparent/batch_013_species_sheet_08_黄金眼镜蛇蛇鱼_Pangio_kuhlii.png?v=cutfix4_20260510
大点火口,Thorichthys meeki,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_013_species_sheet_09_大点火口__Thorichthys_meeki.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_013_species_sheet_09_大点火口_Thorichthys_meeki.png,/species-transparent/batch_013_species_sheet_09_大点火口_Thorichthys_meeki.png?v=cutfix4_20260510
蓝眼金灯,Hemigrammus rodwayi,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_013_species_sheet_10_蓝眼金灯__Hemigrammus_rodwayi.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_013_species_sheet_10_蓝眼金灯_Hemigrammus_rodwayi.png,/species-transparent/batch_013_species_sheet_10_蓝眼金灯_Hemigrammus_rodwayi.png?v=cutfix4_20260510
黑线飞狐_金型,Crossocheilus langei,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_014_species_sheet_01_黑线飞狐_金型__Crossocheilus_langei.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_014_species_sheet_01_黑线飞狐_金型_Crossocheilus_langei.png,/species-transparent/batch_014_species_sheet_01_黑线飞狐_金型_Crossocheilus_langei.png?v=cutfix4_20260510
白金西非凤凰,Pelvicachromis pulcher,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_014_species_sheet_02_白金西非凤凰__Pelvicachromis_pulcher.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_014_species_sheet_02_白金西非凤凰_Pelvicachromis_pulcher.png,/species-transparent/batch_014_species_sheet_02_白金西非凤凰_Pelvicachromis_pulcher.png?v=cutfix4_20260510
白金黑地魔,Geophagus,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_014_species_sheet_03_白金黑地魔__Geophagus.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_014_species_sheet_03_白金黑地魔_Geophagus.png,/species-transparent/batch_014_species_sheet_03_白金黑地魔_Geophagus.png?v=cutfix4_20260510
血心灯,Hyphessobrycon erythrostigma,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_014_species_sheet_04_血心灯__Hyphessobrycon_erythrostigma.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_014_species_sheet_04_血心灯_Hyphessobrycon_erythrostigma.png,/species-transparent/batch_014_species_sheet_04_血心灯_Hyphessobrycon_erythrostigma.png?v=cutfix4_20260510
白金雷龙,Channa argus,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_014_species_sheet_05_白金雷龙__Channa_argus.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_014_species_sheet_05_白金雷龙_Channa_argus.png,/species-transparent/batch_014_species_sheet_05_白金雷龙_Channa_argus.png?v=cutfix4_20260510
白金黑帝王灯,Nematobrycon palmeri,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_014_species_sheet_06_白金黑帝王灯__Nematobrycon_palmeri.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_014_species_sheet_06_白金黑帝王灯_Nematobrycon_palmeri.png,/species-transparent/batch_014_species_sheet_06_白金黑帝王灯_Nematobrycon_palmeri.png?v=cutfix4_20260510
黄金战舰,Osphronemus goramy,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_014_species_sheet_07_黄金战舰__Osphronemus_goramy.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_014_species_sheet_07_黄金战舰_Osphronemus_goramy.png,/species-transparent/batch_014_species_sheet_07_黄金战舰_Osphronemus_goramy.png?v=cutfix4_20260510
白金反游猫,Synodontis nigriventris,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_014_species_sheet_08_白金反游猫__Synodontis_nigriventris.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_014_species_sheet_08_白金反游猫_Synodontis_nigriventris.png,/species-transparent/batch_014_species_sheet_08_白金反游猫_Synodontis_nigriventris.png?v=cutfix4_20260510
大帆红衣梦幻旗,Hyphessobrycon sweglesi,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_014_species_sheet_09_大帆红衣梦幻旗__Hyphessobrycon_sweglesi.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_014_species_sheet_09_大帆红衣梦幻旗_Hyphessobrycon_sweglesi.png,/species-transparent/batch_014_species_sheet_09_大帆红衣梦幻旗_Hyphessobrycon_sweglesi.png?v=cutfix4_20260510
糖果KOI斗鱼,Betta splendens,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_014_species_sheet_10_糖果KOI斗鱼__Betta_splendens.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_014_species_sheet_10_糖果KOI斗鱼_Betta_splendens.png,/species-transparent/batch_014_species_sheet_10_糖果KOI斗鱼_Betta_splendens.png?v=cutfix4_20260510
雪中红慈鲷,Maylandia estherae,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_015_species_sheet_01_雪中红慈鲷__Maylandia_estherae.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_015_species_sheet_01_雪中红慈鲷_Maylandia_estherae.png,/species-transparent/batch_015_species_sheet_01_雪中红慈鲷_Maylandia_estherae.png?v=cutfix4_20260510
白金阿里慈鲷,Sciaenochromis fryeri,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_015_species_sheet_02_白金阿里慈鲷__Sciaenochromis_fryeri.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_015_species_sheet_02_白金阿里慈鲷_Sciaenochromis_fryeri.png,/species-transparent/batch_015_species_sheet_02_白金阿里慈鲷_Sciaenochromis_fryeri.png?v=cutfix4_20260510
血中红慈鲷,Nimbochromis livingstonii,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_015_species_sheet_03_血中红慈鲷__Nimbochromis_livingstonii.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_015_species_sheet_03_血中红慈鲷_Nimbochromis_livingstonii.png,/species-transparent/batch_015_species_sheet_03_血中红慈鲷_Nimbochromis_livingstonii.png?v=cutfix4_20260510
白子红眼关刀,Geophagus surinamensis,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_015_species_sheet_04_白子红眼关刀__Geophagus_surinamensis.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_015_species_sheet_04_白子红眼关刀_Geophagus_surinamensis.png,/species-transparent/batch_015_species_sheet_04_白子红眼关刀_Geophagus_surinamensis.png?v=cutfix4_20260510
血钻短鲷,Apistogramma cacatuoides,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_015_species_sheet_05_血钻短鲷__Apistogramma_cacatuoides.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_015_species_sheet_05_血钻短鲷_Apistogramma_cacatuoides.png,/species-transparent/batch_015_species_sheet_05_血钻短鲷_Apistogramma_cacatuoides.png?v=cutfix4_20260510
黄金达摩_改良,Parancistrus aurantiacus,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_015_species_sheet_06_黄金达摩_改良__Parancistrus_aurantiacus.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_015_species_sheet_06_黄金达摩_改良_Parancistrus_aurantiacus.png,/species-transparent/batch_015_species_sheet_06_黄金达摩_改良_Parancistrus_aurantiacus.png?v=cutfix4_20260510
幻彩蓝雷龙_改良,Channa andrao,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_015_species_sheet_07_幻彩蓝雷龙_改良__Channa_andrao.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_015_species_sheet_07_幻彩蓝雷龙_改良_Channa_andrao.png,/species-transparent/batch_015_species_sheet_07_幻彩蓝雷龙_改良_Channa_andrao.png?v=cutfix4_20260510
长鳍电光美人,Melanotaenia praecox,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_015_species_sheet_08_长鳍电光美人__Melanotaenia_praecox.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_015_species_sheet_08_长鳍电光美人_Melanotaenia_praecox.png,/species-transparent/batch_015_species_sheet_08_长鳍电光美人_Melanotaenia_praecox.png?v=cutfix4_20260510
黄金草莓鱼_海水,Pseudochromis,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_015_species_sheet_09_黄金草莓鱼_海水__Pseudochromis.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_015_species_sheet_09_黄金草莓鱼_海水_Pseudochromis.png,/species-transparent/batch_015_species_sheet_09_黄金草莓鱼_海水_Pseudochromis.png?v=cutfix4_20260510
管虫_五彩,Sabellastarte,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_015_species_sheet_10_管虫_五彩__Sabellastarte.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_015_species_sheet_10_管虫_五彩_Sabellastarte.png,/species-transparent/batch_015_species_sheet_10_管虫_五彩_Sabellastarte.png?v=cutfix4_20260510
红海星,Fromia milleporella,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_016_species_sheet_01_红海星__Fromia_milleporella.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_016_species_sheet_01_红海星_Fromia_milleporella.png,/species-transparent/batch_016_species_sheet_01_红海星_Fromia_milleporella.png?v=cutfix4_20260510
幻彩纽扣,Palythoa,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_016_species_sheet_02_幻彩纽扣__Palythoa.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_016_species_sheet_02_幻彩纽扣_Palythoa.png,/species-transparent/batch_016_species_sheet_02_幻彩纽扣_Palythoa.png?v=cutfix4_20260510
长须地毯,Stichodactyla gigantea,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_016_species_sheet_03_长须地毯__Stichodactyla_gigantea.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_016_species_sheet_03_长须地毯_Stichodactyla_gigantea.png,/species-transparent/batch_016_species_sheet_03_长须地毯_Stichodactyla_gigantea.png?v=cutfix4_20260510
炮仗花,Tubastraea coccinea,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_016_species_sheet_04_炮仗花__Tubastraea_coccinea.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_016_species_sheet_04_炮仗花_Tubastraea_coccinea.png,/species-transparent/batch_016_species_sheet_04_炮仗花_Tubastraea_coccinea.png?v=cutfix4_20260510
青龙石,Hardscape - Seiryu Stone,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_016_species_sheet_05_青龙石__Hardscape_-_Seiryu_Stone.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_016_species_sheet_05_青龙石_Hardscape_-_Seiryu_Stone.png,/species-transparent/batch_016_species_sheet_05_青龙石_Hardscape_-_Seiryu_Stone.png?v=cutfix4_20260510
松皮石,Hardscape - Ohko Stone,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_016_species_sheet_06_松皮石__Hardscape_-_Ohko_Stone.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_016_species_sheet_06_松皮石_Hardscape_-_Ohko_Stone.png,/species-transparent/batch_016_species_sheet_06_松皮石_Hardscape_-_Ohko_Stone.png?v=cutfix4_20260510
火山石,Hardscape - Lava Rock,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_016_species_sheet_07_火山石__Hardscape_-_Lava_Rock.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_016_species_sheet_07_火山石_Hardscape_-_Lava_Rock.png,/species-transparent/batch_016_species_sheet_07_火山石_Hardscape_-_Lava_Rock.png?v=cutfix4_20260510
沉木_流木,Hardscape - Driftwood,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_016_species_sheet_08_沉木_流木__Hardscape_-_Driftwood.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_016_species_sheet_08_沉木_流木_Hardscape_-_Driftwood.png,/species-transparent/batch_016_species_sheet_08_沉木_流木_Hardscape_-_Driftwood.png?v=cutfix4_20260510
杜鹃根,Hardscape - Azalea Root,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_016_species_sheet_09_杜鹃根__Hardscape_-_Azalea_Root.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_016_species_sheet_09_杜鹃根_Hardscape_-_Azalea_Root.png,/species-transparent/batch_016_species_sheet_09_杜鹃根_Hardscape_-_Azalea_Root.png?v=cutfix4_20260510
水草泥_底床,Hardscape - Aqua Soil,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_016_species_sheet_10_水草泥_底床__Hardscape_-_Aqua_Soil.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_016_species_sheet_10_水草泥_底床_Hardscape_-_Aqua_Soil.png,/species-transparent/batch_016_species_sheet_10_水草泥_底床_Hardscape_-_Aqua_Soil.png?v=cutfix4_20260510
溪流砂,Hardscape - River Sand,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_017_species_sheet_01_溪流砂__Hardscape_-_River_Sand.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_017_species_sheet_01_溪流砂_Hardscape_-_River_Sand.png,/species-transparent/batch_017_species_sheet_01_溪流砂_Hardscape_-_River_Sand.png?v=cutfix4_20260510
红尾玻璃灯_改良,Prionobrama filigera,,species_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/batch_017_species_sheet_02_红尾玻璃灯_改良__Prionobrama_filigera.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/batch_017_species_sheet_02_红尾玻璃灯_改良_Prionobrama_filigera.png,/species-transparent/batch_017_species_sheet_02_红尾玻璃灯_改良_Prionobrama_filigera.png?v=cutfix4_20260510
