common_name,canonical_name,scientific_name,group,file,transparent_file,public_path
金波子,Mikrogeophagus ramirezi,Mikrogeophagus ramirezi var. Gold,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_016_sheet_04_金波子__Mikrogeophagus_ramirezi_var._Gold.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_016_sheet_04_金波子_Mikrogeophagus_ramirezi_var._Gold.png,/species-transparent/morph_batch_016_sheet_04_金波子_Mikrogeophagus_ramirezi_var._Gold.png?v=cutfix4_20260510
白金波子,Mikrogeophagus ramirezi,Mikrogeophagus ramirezi var. Platinum,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_016_sheet_05_白金波子__Mikrogeophagus_ramirezi_var._Platinum.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_016_sheet_05_白金波子_Mikrogeophagus_ramirezi_var._Platinum.png,/species-transparent/morph_batch_016_sheet_05_白金波子_Mikrogeophagus_ramirezi_var._Platinum.png?v=cutfix4_20260510
蓝宝石短鲷,Mikrogeophagus ramirezi,Mikrogeophagus ramirezi var. Blue,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_016_sheet_06_蓝宝石短鲷__Mikrogeophagus_ramirezi_var._Blue.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_016_sheet_06_蓝宝石短鲷_Mikrogeophagus_ramirezi_var._Blue.png,/species-transparent/morph_batch_016_sheet_06_蓝宝石短鲷_Mikrogeophagus_ramirezi_var._Blue.png?v=cutfix4_20260510
球形金波子,Mikrogeophagus ramirezi,Mikrogeophagus ramirezi var. Gold Balloon,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_016_sheet_07_球形金波子__Mikrogeophagus_ramirezi_var._Gold_Balloon.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_016_sheet_07_球形金波子_Mikrogeophagus_ramirezi_var._Gold_Balloon.png,/species-transparent/morph_batch_016_sheet_07_球形金波子_Mikrogeophagus_ramirezi_var._Gold_Balloon.png?v=cutfix4_20260510
白金波子 (球形),Mikrogeophagus ramirezi,Mikrogeophagus ramirezi var. Platinum Balloon,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_016_sheet_08_白金波子_球形___Mikrogeophagus_ramirezi_var._Platinum_Balloon.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_016_sheet_08_白金波子_球形_Mikrogeophagus_ramirezi_var._Platinum_Balloon.png,/species-transparent/morph_batch_016_sheet_08_白金波子_球形_Mikrogeophagus_ramirezi_var._Platinum_Balloon.png?v=cutfix4_20260510
血钻波子 (球形),Mikrogeophagus ramirezi,Mikrogeophagus ramirezi var. Super Red Balloon,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_016_sheet_09_血钻波子_球形___Mikrogeophagus_ramirezi_var._Super_Red_Balloon.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_016_sheet_09_血钻波子_球形_Mikrogeophagus_ramirezi_var._Super_Red_Balloon.png,/species-transparent/morph_batch_016_sheet_09_血钻波子_球形_Mikrogeophagus_ramirezi_var._Super_Red_Balloon.png?v=cutfix4_20260510
红眼灯,Moenkhausia sanctaefilomenae,Moenkhausia sanctaefilomenae,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_016_sheet_10_红眼灯__Moenkhausia_sanctaefilomenae.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_016_sheet_10_红眼灯_Moenkhausia_sanctaefilomenae.png,/species-transparent/morph_batch_016_sheet_10_红眼灯_Moenkhausia_sanctaefilomenae.png?v=cutfix4_20260510
白金黑帝王灯,Nematobrycon palmeri,Nematobrycon palmeri var. Platinum,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_017_sheet_01_白金黑帝王灯__Nematobrycon_palmeri_var._Platinum.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_017_sheet_01_白金黑帝王灯_Nematobrycon_palmeri_var._Platinum.png,/species-transparent/morph_batch_017_sheet_01_白金黑帝王灯_Nematobrycon_palmeri_var._Platinum.png?v=cutfix4_20260510
极火虾,Neocaridina davidi,Neocaridina davidi var. Red,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_017_sheet_02_极火虾__Neocaridina_davidi_var._Red.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_017_sheet_02_极火虾_Neocaridina_davidi_var._Red.png,/species-transparent/morph_batch_017_sheet_02_极火虾_Neocaridina_davidi_var._Red.png?v=cutfix4_20260510
极火虾,Neocaridina davidi,Neocaridina davidi var. Red,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_017_sheet_03_极火虾__Neocaridina_davidi_var._Red.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_017_sheet_03_极火虾_Neocaridina_davidi_var._Red.png,/species-transparent/morph_batch_017_sheet_03_极火虾_Neocaridina_davidi_var._Red.png?v=cutfix4_20260510
黄金米虾,Neocaridina davidi,Neocaridina davidi var. Yellow,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_017_sheet_04_黄金米虾__Neocaridina_davidi_var._Yellow.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_017_sheet_04_黄金米虾_Neocaridina_davidi_var._Yellow.png,/species-transparent/morph_batch_017_sheet_04_黄金米虾_Neocaridina_davidi_var._Yellow.png?v=cutfix4_20260510
蓝丝绒米虾,Neocaridina davidi,Neocaridina davidi var. Blue,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_017_sheet_05_蓝丝绒米虾__Neocaridina_davidi_var._Blue.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_017_sheet_05_蓝丝绒米虾_Neocaridina_davidi_var._Blue.png,/species-transparent/morph_batch_017_sheet_05_蓝丝绒米虾_Neocaridina_davidi_var._Blue.png?v=cutfix4_20260510
黑金刚米虾,Neocaridina davidi,Neocaridina davidi var. Black,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_017_sheet_06_黑金刚米虾__Neocaridina_davidi_var._Black.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_017_sheet_06_黑金刚米虾_Neocaridina_davidi_var._Black.png,/species-transparent/morph_batch_017_sheet_06_黑金刚米虾_Neocaridina_davidi_var._Black.png?v=cutfix4_20260510
黄金背米虾,Neocaridina davidi,Neocaridina davidi var. Yellow Line,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_017_sheet_07_黄金背米虾__Neocaridina_davidi_var._Yellow_Line.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_017_sheet_07_黄金背米虾_Neocaridina_davidi_var._Yellow_Line.png,/species-transparent/morph_batch_017_sheet_07_黄金背米虾_Neocaridina_davidi_var._Yellow_Line.png?v=cutfix4_20260510
极火米虾 (高等级),Neocaridina davidi,Neocaridina davidi var. Fire Red,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_017_sheet_08_极火米虾_高等级___Neocaridina_davidi_var._Fire_Red.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_017_sheet_08_极火米虾_高等级_Neocaridina_davidi_var._Fire_Red.png,/species-transparent/morph_batch_017_sheet_08_极火米虾_高等级_Neocaridina_davidi_var._Fire_Red.png?v=cutfix4_20260510
黑金刚米虾 (极品),Neocaridina davidi,Neocaridina davidi var. Full Black,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_017_sheet_09_黑金刚米虾_极品___Neocaridina_davidi_var._Full_Black.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_017_sheet_09_黑金刚米虾_极品_Neocaridina_davidi_var._Full_Black.png,/species-transparent/morph_batch_017_sheet_09_黑金刚米虾_极品_Neocaridina_davidi_var._Full_Black.png?v=cutfix4_20260510
血腥玛丽米虾,Neocaridina davidi,Neocaridina davidi var. Bloody Mary,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_017_sheet_10_血腥玛丽米虾__Neocaridina_davidi_var._Bloody_Mary.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_017_sheet_10_血腥玛丽米虾_Neocaridina_davidi_var._Bloody_Mary.png,/species-transparent/morph_batch_017_sheet_10_血腥玛丽米虾_Neocaridina_davidi_var._Bloody_Mary.png?v=cutfix4_20260510
黄金米虾 (极品),Neocaridina davidi,Neocaridina davidi var. Neon Gold,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_018_sheet_01_黄金米虾_极品___Neocaridina_davidi_var._Neon_Gold.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_018_sheet_01_黄金米虾_极品_Neocaridina_davidi_var._Neon_Gold.png,/species-transparent/morph_batch_018_sheet_01_黄金米虾_极品_Neocaridina_davidi_var._Neon_Gold.png?v=cutfix4_20260510
血丝米虾,Neocaridina davidi,Neocaridina davidi var. Rili,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_018_sheet_02_血丝米虾__Neocaridina_davidi_var._Rili.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_018_sheet_02_血丝米虾_Neocaridina_davidi_var._Rili.png,/species-transparent/morph_batch_018_sheet_02_血丝米虾_Neocaridina_davidi_var._Rili.png?v=cutfix4_20260510
蓝钻米虾,Neocaridina davidi,Neocaridina davidi var. Deep Blue,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_018_sheet_03_蓝钻米虾__Neocaridina_davidi_var._Deep_Blue.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_018_sheet_03_蓝钻米虾_Neocaridina_davidi_var._Deep_Blue.png,/species-transparent/morph_batch_018_sheet_03_蓝钻米虾_Neocaridina_davidi_var._Deep_Blue.png?v=cutfix4_20260510
黄金背蓝丝绒虾,Neocaridina davidi,Neocaridina davidi var. Blue Gold Back,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_018_sheet_04_黄金背蓝丝绒虾__Neocaridina_davidi_var._Blue_Gold_Back.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_018_sheet_04_黄金背蓝丝绒虾_Neocaridina_davidi_var._Blue_Gold_Back.png,/species-transparent/morph_batch_018_sheet_04_黄金背蓝丝绒虾_Neocaridina_davidi_var._Blue_Gold_Back.png?v=cutfix4_20260510
黄金背蓝钻虾,Neocaridina davidi,Neocaridina davidi var. Blue Gold,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_018_sheet_05_黄金背蓝钻虾__Neocaridina_davidi_var._Blue_Gold.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_018_sheet_05_黄金背蓝钻虾_Neocaridina_davidi_var._Blue_Gold.png,/species-transparent/morph_batch_018_sheet_05_黄金背蓝钻虾_Neocaridina_davidi_var._Blue_Gold.png?v=cutfix4_20260510
蓝珍珠米虾,Neocaridina davidi,Neocaridina davidi var. Blue Pearl,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_018_sheet_06_蓝珍珠米虾__Neocaridina_davidi_var._Blue_Pearl.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_018_sheet_06_蓝珍珠米虾_Neocaridina_davidi_var._Blue_Pearl.png,/species-transparent/morph_batch_018_sheet_06_蓝珍珠米虾_Neocaridina_davidi_var._Blue_Pearl.png?v=cutfix4_20260510
豹点螺,Neritina turrita,Neritina turrita var.,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_018_sheet_07_豹点螺__Neritina_turrita_var.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_018_sheet_07_豹点螺_Neritina_turrita_var.png,/species-transparent/morph_batch_018_sheet_07_豹点螺_Neritina_turrita_var.png?v=cutfix4_20260510
血中红慈鲷,Nimbochromis livingstonii,Nimbochromis livingstonii var.,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_018_sheet_08_血中红慈鲷__Nimbochromis_livingstonii_var.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_018_sheet_08_血中红慈鲷_Nimbochromis_livingstonii_var.png,/species-transparent/morph_batch_018_sheet_08_血中红慈鲷_Nimbochromis_livingstonii_var.png?v=cutfix4_20260510
睡莲 (红荷根),Nymphaea lotus,Nymphaea lotus,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_018_sheet_09_睡莲_红荷根___Nymphaea_lotus.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_018_sheet_09_睡莲_红荷根_Nymphaea_lotus.png,/species-transparent/morph_batch_018_sheet_09_睡莲_红荷根_Nymphaea_lotus.png?v=cutfix4_20260510
红荷根,Nymphaea lotus,Nymphaea lotus,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_018_sheet_10_红荷根__Nymphaea_lotus.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_018_sheet_10_红荷根_Nymphaea_lotus.png,/species-transparent/morph_batch_018_sheet_10_红荷根_Nymphaea_lotus.png?v=cutfix4_20260510
黄金战舰,Osphronemus goramy,Osphronemus goramy var. Gold,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_019_sheet_01_黄金战舰__Osphronemus_goramy_var._Gold.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_019_sheet_01_黄金战舰_Osphronemus_goramy_var._Gold.png,/species-transparent/morph_batch_019_sheet_01_黄金战舰_Osphronemus_goramy_var._Gold.png?v=cutfix4_20260510
黑龙鱼,Osteoglossum ferreirai,Osteoglossum ferreirai,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_019_sheet_02_黑龙鱼__Osteoglossum_ferreirai.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_019_sheet_02_黑龙鱼_Osteoglossum_ferreirai.png,/species-transparent/morph_batch_019_sheet_02_黑龙鱼_Osteoglossum_ferreirai.png?v=cutfix4_20260510
寄居蟹 (红脚),Paguristes cadenati,Paguristes cadenati,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_019_sheet_03_寄居蟹_红脚___Paguristes_cadenati.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_019_sheet_03_寄居蟹_红脚_Paguristes_cadenati.png,/species-transparent/morph_batch_019_sheet_03_寄居蟹_红脚_Paguristes_cadenati.png?v=cutfix4_20260510
幻彩纽扣,Palythoa,Palythoa sp.,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_019_sheet_04_幻彩纽扣__Palythoa_sp.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_019_sheet_04_幻彩纽扣_Palythoa_sp.png,/species-transparent/morph_batch_019_sheet_04_幻彩纽扣_Palythoa_sp.png?v=cutfix4_20260510
蓝眼异型 (L191),Panaque,Panaque sp. L191,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_019_sheet_05_蓝眼异型_L191___Panaque_sp._L191.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_019_sheet_05_蓝眼异型_L191_Panaque_sp._L191.png,/species-transparent/morph_batch_019_sheet_05_蓝眼异型_L191_Panaque_sp._L191.png?v=cutfix4_20260510
金线绿皮异型 (L190),Panaque nigrolineatus,Panaque nigrolineatus,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_019_sheet_06_金线绿皮异型_L190___Panaque_nigrolineatus.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_019_sheet_06_金线绿皮异型_L190_Panaque_nigrolineatus.png,/species-transparent/morph_batch_019_sheet_06_金线绿皮异型_L190_Panaque_nigrolineatus.png?v=cutfix4_20260510
黄金眼镜蛇蛇鱼,Pangio kuhlii,Pangio kuhlii var.,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_019_sheet_07_黄金眼镜蛇蛇鱼__Pangio_kuhlii_var.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_019_sheet_07_黄金眼镜蛇蛇鱼_Pangio_kuhlii_var.png,/species-transparent/morph_batch_019_sheet_07_黄金眼镜蛇蛇鱼_Pangio_kuhlii_var.png?v=cutfix4_20260510
黄金眼镜蛇蛇鱼 (长鳍),Pangio kuhlii,Pangio kuhlii var. Longfin,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_019_sheet_08_黄金眼镜蛇蛇鱼_长鳍___Pangio_kuhlii_var._Longfin.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_019_sheet_08_黄金眼镜蛇蛇鱼_长鳍_Pangio_kuhlii_var._Longfin.png,/species-transparent/morph_batch_019_sheet_08_黄金眼镜蛇蛇鱼_长鳍_Pangio_kuhlii_var._Longfin.png?v=cutfix4_20260510
蓝倒吊,Paracanthurus hepatus,Paracanthurus hepatus,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_019_sheet_09_蓝倒吊__Paracanthurus_hepatus.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_019_sheet_09_蓝倒吊_Paracanthurus_hepatus.png,/species-transparent/morph_batch_019_sheet_09_蓝倒吊_Paracanthurus_hepatus.png?v=cutfix4_20260510
红绿灯,Paracheirodon innesi,Paracheirodon innesi,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_019_sheet_10_红绿灯__Paracheirodon_innesi.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_019_sheet_10_红绿灯_Paracheirodon_innesi.png,/species-transparent/morph_batch_019_sheet_10_红绿灯_Paracheirodon_innesi.png?v=cutfix4_20260510
长鳍红绿灯,Paracheirodon innesi,Paracheirodon innesi var.,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_020_sheet_01_长鳍红绿灯__Paracheirodon_innesi_var.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_020_sheet_01_长鳍红绿灯_Paracheirodon_innesi_var.png,/species-transparent/morph_batch_020_sheet_01_长鳍红绿灯_Paracheirodon_innesi_var.png?v=cutfix4_20260510
电光红绿灯,Paracheirodon innesi,Paracheirodon innesi var. Diamond,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_020_sheet_02_电光红绿灯__Paracheirodon_innesi_var._Diamond.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_020_sheet_02_电光红绿灯_Paracheirodon_innesi_var._Diamond.png,/species-transparent/morph_batch_020_sheet_02_电光红绿灯_Paracheirodon_innesi_var._Diamond.png?v=cutfix4_20260510
黄金达摩 (改良),Parancistrus aurantiacus,Parancistrus aurantiacus var. Gold,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_020_sheet_03_黄金达摩_改良___Parancistrus_aurantiacus_var._Gold.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_020_sheet_03_黄金达摩_改良_Parancistrus_aurantiacus_var._Gold.png,/species-transparent/morph_batch_020_sheet_03_黄金达摩_改良_Parancistrus_aurantiacus_var._Gold.png?v=cutfix4_20260510
黑斑马异型 (L134),Peckoltia compta,Peckoltia compta,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_020_sheet_04_黑斑马异型_L134___Peckoltia_compta.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_020_sheet_04_黑斑马异型_L134_Peckoltia_compta.png,/species-transparent/morph_batch_020_sheet_04_黑斑马异型_L134_Peckoltia_compta.png?v=cutfix4_20260510
黄金斑马异型 (L134改良),Peckoltia compta,Peckoltia compta var. Gold,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_020_sheet_05_黄金斑马异型_L134改良___Peckoltia_compta_var._Gold.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_020_sheet_05_黄金斑马异型_L134改良_Peckoltia_compta_var._Gold.png,/species-transparent/morph_batch_020_sheet_05_黄金斑马异型_L134改良_Peckoltia_compta_var._Gold.png?v=cutfix4_20260510
黄金斑马异型 (L134改良版),Peckoltia compta,Peckoltia compta var. Super Gold,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_020_sheet_06_黄金斑马异型_L134改良版___Peckoltia_compta_var._Super_Gold.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_020_sheet_06_黄金斑马异型_L134改良版_Peckoltia_compta_var._Super_Gold.png,/species-transparent/morph_batch_020_sheet_06_黄金斑马异型_L134改良版_Peckoltia_compta_var._Super_Gold.png?v=cutfix4_20260510
白金西非凤凰,Pelvicachromis pulcher,Pelvicachromis pulcher var. Albino,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_020_sheet_07_白金西非凤凰__Pelvicachromis_pulcher_var._Albino.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_020_sheet_07_白金西非凤凰_Pelvicachromis_pulcher_var._Albino.png,/species-transparent/morph_batch_020_sheet_07_白金西非凤凰_Pelvicachromis_pulcher_var._Albino.png?v=cutfix4_20260510
白金西非凤凰,Pelvicachromis pulcher,Pelvicachromis pulcher var. Albino,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_020_sheet_08_白金西非凤凰__Pelvicachromis_pulcher_var._Albino.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_020_sheet_08_白金西非凤凰_Pelvicachromis_pulcher_var._Albino.png,/species-transparent/morph_batch_020_sheet_08_白金西非凤凰_Pelvicachromis_pulcher_var._Albino.png?v=cutfix4_20260510
金玛丽,Poecilia latipinna,Poecilia latipinna var. Gold,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_020_sheet_09_金玛丽__Poecilia_latipinna_var._Gold.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_020_sheet_09_金玛丽_Poecilia_latipinna_var._Gold.png,/species-transparent/morph_batch_020_sheet_09_金玛丽_Poecilia_latipinna_var._Gold.png?v=cutfix4_20260510
银玛丽,Poecilia latipinna,Poecilia latipinna var. Silver,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_020_sheet_10_银玛丽__Poecilia_latipinna_var._Silver.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_020_sheet_10_银玛丽_Poecilia_latipinna_var._Silver.png,/species-transparent/morph_batch_020_sheet_10_银玛丽_Poecilia_latipinna_var._Silver.png?v=cutfix4_20260510
血玛丽鱼,Poecilia latipinna,Poecilia latipinna var. Blood,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_021_sheet_01_血玛丽鱼__Poecilia_latipinna_var._Blood.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_021_sheet_01_血玛丽鱼_Poecilia_latipinna_var._Blood.png,/species-transparent/morph_batch_021_sheet_01_血玛丽鱼_Poecilia_latipinna_var._Blood.png?v=cutfix4_20260510
高鳍红玛丽,Poecilia latipinna,Poecilia latipinna var. High Fin Red,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_021_sheet_02_高鳍红玛丽__Poecilia_latipinna_var._High_Fin_Red.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_021_sheet_02_高鳍红玛丽_Poecilia_latipinna_var._High_Fin_Red.png,/species-transparent/morph_batch_021_sheet_02_高鳍红玛丽_Poecilia_latipinna_var._High_Fin_Red.png?v=cutfix4_20260510
球形金玛丽,Poecilia latipinna,Poecilia latipinna var. Gold Balloon,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_021_sheet_03_球形金玛丽__Poecilia_latipinna_var._Gold_Balloon.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_021_sheet_03_球形金玛丽_Poecilia_latipinna_var._Gold_Balloon.png,/species-transparent/morph_batch_021_sheet_03_球形金玛丽_Poecilia_latipinna_var._Gold_Balloon.png?v=cutfix4_20260510
红草尾孔雀鱼,Poecilia reticulata,Poecilia reticulata var.,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_021_sheet_04_红草尾孔雀鱼__Poecilia_reticulata_var.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_021_sheet_04_红草尾孔雀鱼_Poecilia_reticulata_var.png,/species-transparent/morph_batch_021_sheet_04_红草尾孔雀鱼_Poecilia_reticulata_var.png?v=cutfix4_20260510
蓝草尾孔雀鱼,Poecilia reticulata,Poecilia reticulata var.,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_021_sheet_05_蓝草尾孔雀鱼__Poecilia_reticulata_var.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_021_sheet_05_蓝草尾孔雀鱼_Poecilia_reticulata_var.png,/species-transparent/morph_batch_021_sheet_05_蓝草尾孔雀鱼_Poecilia_reticulata_var.png?v=cutfix4_20260510
